time,irradiance,H_sun,T2m,WS10m,Int,irradianceTotal
20230416:0610,31.22,7.99,6.87,1.45,0,11239.2
20230416:0710,107.74,17.32,7.61,1.45,0,38786.4
20230416:0810,128.98,26.45,9.22,1.79,0,46432.8
20230416:0910,140,34.91,9.87,2.28,0,50400
20230416:1010,201.01,42.03,10.3,2.48,0,72363.6
20230416:1110,146.63,46.92,11.23,2.83,0,52786.8
20230416:1210,178.79,48.67,11.36,2.76,0,64364.4
20230416:1310,202.44,46.86,11.33,2.69,0,72878.4
20230416:1410,115.41,41.92,11.25,2.48,0,41547.6
20230416:1510,263.95,34.78,11.51,2.76,0,95022
20230416:1610,147.63,26.3,11.27,2.41,0,53146.8
20230416:1710,67.16,17.16,11.26,2.41,0,24177.6
20230416:1810,16.08,7.83,10.94,1.86,0,5788.8
20230416:1910,0,0,11.11,1.1,0,0
20230416:2010,0,0,10.27,1.17,0,0
20230416:2110,0,0,9.76,1.17,0,0
20230416:2210,0,0,9.44,1.03,0,0
20230416:2310,0,0,9.27,1.1,0,0
20230417:0010,0,0,9.04,1.24,0,0
20230417:0110,0,0,8.9,1.17,0,0
20230417:0210,0,0,8.85,0.97,0,0
20230417:0310,0,0,8.74,0.83,0,0
20230417:0410,0,0,8.7,0.69,0,0
20230417:0510,0,0,8.72,0.62,0,0
20230417:0610,32.16,8.3,8.77,0.83,0,11577.6
20230417:0710,89.05,17.63,9.62,0.28,0,32058
20230417:0810,184.43,26.77,10.32,0.55,0,66394.8
20230417:0910,167.44,35.24,11.07,1.59,0,60278.4
20230417:1010,291.59,42.37,11.25,1.59,0,104972.4
20230417:1110,319.43,47.28,11.5,1.52,0,114994.8
20230417:1210,214.74,49.03,11.65,1.52,0,77306.4
20230417:1310,133.38,47.19,12.33,2,0,48016.8
20230417:1410,152.3,42.22,12.87,2.14,0,54828
20230417:1510,151.36,35.04,13.23,1.79,0,54489.6
20230417:1610,139.7,26.55,13.29,1.45,0,50292
20230417:1710,72.84,17.4,13.41,1.72,0,26222.4
20230417:1810,26.49,8.07,13.02,1.86,0,9536.4
20230417:1910,0,0,12.43,2.07,0,0
20230417:2010,0,0,11.19,2.14,0,0
20230417:2110,0,0,10.23,2.34,0,0
20230417:2210,0,0,9.47,2.9,0,0
20230417:2310,0,0,8.91,3.31,0,0
20230418:0010,0,0,7.99,3.1,0,0
20230418:0110,0,0,7,2.83,0,0
20230418:0210,0,0,6.16,2.9,0,0
20230418:0310,0,0,5.73,3.1,0,0
20230418:0410,0,0,5.7,3.66,0,0
20230418:0510,0,0,5.5,4,0,0
20230418:0610,34.06,8.61,5.31,4.48,0,12261.6
20230418:0710,93.77,17.94,6.31,5.45,0,33757.2
20230418:0810,251.35,27.09,7.11,5.93,0,90486
20230418:0910,623.21,35.57,8.37,6.07,0,224355.6
20230418:1010,677.04,42.72,9.78,6.41,0,243734.4
20230418:1110,950.45,47.63,11.22,6.83,0,342162
20230418:1210,426.02,49.38,12.85,7.1,0,153367.2
20230418:1310,268.72,47.52,13.13,7.24,0,96739.2
20230418:1410,378.24,42.51,12.51,6.76,0,136166.4
20230418:1510,311.96,35.3,11.91,6.14,0,112305.6
20230418:1610,289.3,26.79,11.6,6.76,0,104148
20230418:1710,39.73,17.63,10.78,6,0,14302.8
20230418:1810,52.11,8.3,10.06,5.52,0,18759.6
20230418:1910,0,0,9.78,4.9,0,0
20230418:2010,0,0,9.12,4.62,0,0
20230418:2110,0,0,8.84,4.55,0,0
20230418:2210,0,0,8.47,4.48,0,0
20230418:2310,0,0,7.92,4.41,0,0
20230419:0010,0,0,7.74,4.41,0,0
20230419:0110,0,0,7.48,4.41,0,0
20230419:0210,0,0,7.22,4.41,0,0
20230419:0310,0,0,6.8,4.34,0,0
20230419:0410,0,0,6.77,4.41,0,0
20230419:0510,0,0,7.23,4.48,0,0
20230419:0610,56.3,8.92,7.79,4.62,0,20268
20230419:0710,113.13,18.25,7.87,4.55,0,40726.8
20230419:0810,173.13,27.4,9.56,7.24,0,62326.8
20230419:0910,242.06,35.89,11.07,7.17,0,87141.6
20230419:1010,323.74,43.05,12.2,7.38,0,116546.4
20230419:1110,978.37,47.99,13.02,6.9,0,352213.2
20230419:1210,731.01,49.73,13.74,7.24,0,263163.6
20230419:1310,683.36,47.84,13.65,6.55,0,246009.6
20230419:1410,245.89,42.8,13.5,5.72,0,88520.4
20230419:1510,348.37,35.56,13.56,6.21,0,125413.2
20230419:1610,279.87,27.03,13.54,6.14,0,100753.2
20230419:1710,107.29,17.87,13.13,5.66,0,38624.4
20230419:1810,64.69,8.54,12.31,5.52,0,23288.4
20230419:1910,0,0,11.44,5.59,0,0
20230419:2010,0,0,9.83,5.79,0,0
20230419:2110,0,0,8.42,5.86,0,0
20230419:2210,0,0,7.36,5.72,0,0
20230419:2310,0,0,6.49,5.52,0,0
20230420:0010,0,0,5.75,5.24,0,0
20230420:0110,0,0,5.19,4.97,0,0
20230420:0210,0,0,4.64,4.62,0,0
20230420:0310,0,0,4.23,4.48,0,0
20230420:0410,0,0,4.02,4.48,0,0
20230420:0510,0,0,3.83,4.48,0,0
20230420:0610,76.44,9.22,4.15,4.55,0,27518.4
20230420:0710,287.81,18.55,5.51,4.48,0,103611.6
20230420:0810,524.61,27.71,7.28,5.45,0,188859.6
20230420:0910,751.67,36.21,8.91,5.72,0,270601.2
20230420:1010,921.46,43.39,10.29,5.93,0,331725.6
20230420:1110,1031.79,48.33,11.42,6.07,0,371444.4
20230420:1210,1074.58,50.07,12.29,6.14,0,386848.8
20230420:1310,1039.17,48.16,12.87,6.14,0,374101.2
20230420:1410,861.9,43.09,13.29,6.28,0,310284
20230420:1510,731.97,35.82,13.46,6.55,0,263509.2
20230420:1610,515.82,27.27,12.87,6.28,0,185695.2
20230420:1710,273.89,18.1,12.26,5.72,0,98600.4
20230420:1810,67.77,8.77,11.24,5.17,0,24397.2
20230420:1910,0,0,9.76,5.1,0,0
20230420:2010,0,0,8.5,5.45,0,0
20230420:2110,0,0,7.69,5.52,0,0
20230420:2210,0,0,7.32,5.17,0,0
20230420:2310,0,0,7.12,4.9,0,0
20230421:0010,0,0,6.81,4.41,0,0
20230421:0110,0,0,6.27,4.34,0,0
20230421:0210,0,0,5.66,4.28,0,0
20230421:0310,0,0,5.32,3.93,0,0
20230421:0410,0,0,4.73,3.66,0,0
20230421:0510,0,0,4.4,3.66,0,0
20230421:0610,50.49,9.52,4.76,3.52,0,18176.4
20230421:0710,160.67,18.84,6.47,4.55,0,57841.2
20230421:0810,150.04,28.01,7.52,4.07,0,54014.4
20230421:0910,140.95,36.53,8.45,3.66,0,50742
20230421:1010,106.9,43.72,8.65,2.9,0,38484
20230421:1110,169.33,48.68,8.84,2.21,0,60958.8
20230421:1210,148.52,50.41,8.86,1.72,0,53467.2
20230421:1310,364.83,48.48,8.95,1.38,0,131338.8
20230421:1410,632.64,43.37,8.57,0.97,0,227750.4
20230421:1510,533.78,36.08,8.66,0.69,0,192160.8
20230421:1610,234.15,27.51,8.43,0.62,0,84294
20230421:1710,114.85,18.33,8.5,0.9,0,41346
20230421:1810,54.51,9,8.36,1.03,0,19623.6
20230421:1910,0,0,7.84,0.97,0,0
20230421:2010,0,0,6.92,0.69,0,0
20230421:2110,0,0,5.87,0.9,0,0
20230421:2210,0,0,4.41,1.31,0,0
20230421:2310,0,0,3.54,1.38,0,0
20230422:0010,0,0,2.8,1.59,0,0
20230422:0110,0,0,2.04,1.66,0,0
20230422:0210,0,0,1.4,1.59,0,0
20230422:0310,0,0,0.8,1.38,0,0
20230422:0410,0,0,0.71,1.1,0,0
20230422:0510,0,0,0.42,0.76,0,0
20230422:0610,73.92,9.81,1.66,0.76,0,26611.2
20230422:0710,257.7,19.14,2.9,0.48,0,92772
20230422:0810,395.65,28.31,5.07,0.28,0,142434
20230422:0910,588.97,36.84,6.67,0.34,0,212029.2
20230422:1010,361.13,44.05,8.06,1.1,0,130006.8
20230422:1110,636.23,49.02,9.76,2.97,0,229042.8
20230422:1210,427.82,50.75,10.3,3.38,0,154015.2
20230422:1310,332.64,48.79,10.76,3.59,0,119750.4
20230422:1410,170.28,43.65,11,4,0,61300.8
20230422:1510,245.94,36.33,11.08,4.48,0,88538.4
20230422:1610,153.8,27.75,10.26,3.59,0,55368
20230422:1710,152.09,18.55,9.56,3.66,0,54752.4
20230422:1810,12.3,9.23,8.91,3.79,0,4428
20230422:1910,0,0,8.79,3.03,0,0
20230422:2010,0,0,8.36,3.03,0,0
20230422:2110,0,0,8.43,3.1,0,0
20230422:2210,0,0,8.72,3.03,0,0
20230422:2310,0,0,8.75,3.17,0,0
20230423:0010,0,0,8.68,3.24,0,0
20230423:0110,0,0,8.49,3.17,0,0
20230423:0210,0,0,8.24,3.03,0,0
20230423:0310,0,0,8.09,2.76,0,0
20230423:0410,0,0,7.91,2.48,0,0
20230423:0510,0,0,7.69,2.07,0,0
20230423:0610,81.49,10.1,7.52,1.72,0,29336.4
20230423:0710,255.36,19.43,7.78,1.72,0,91929.6
20230423:0810,403.23,28.6,8.4,2,0,145162.8
20230423:0910,498.73,37.14,8.97,1.93,0,179542.8
20230423:1010,716.02,44.37,9.84,2.69,0,257767.2
20230423:1110,916.18,49.35,10.49,3.52,0,329824.8
20230423:1210,483.05,51.08,10.74,4.07,0,173898
20230423:1310,228.93,49.1,11.37,4.21,0,82414.8
20230423:1410,236.81,43.93,11.64,4,0,85251.6
20230423:1510,558.78,36.58,10.88,4.41,0,201160.8
20230423:1610,181.01,27.98,10.07,5.1,0,65163.6
20230423:1710,122.44,18.78,10.17,4.14,0,44078.4
20230423:1810,51.2,9.46,10.17,3.72,0,18432
20230423:1910,0,0,8.85,3.66,0,0
20230423:2010,0,0,8.13,3.1,0,0
20230423:2110,0,0,7.11,2.69,0,0
20230423:2210,0,0,6.47,2.76,0,0
20230423:2310,0,0,6.01,2.76,0,0
20230424:0010,0,0,5.59,2.83,0,0
20230424:0110,0,0,5.17,2.9,0,0
20230424:0210,0,0,4.89,2.69,0,0
20230424:0310,0,0,4.52,2.41,0,0
20230424:0410,0,0,3.96,2.07,0,0
20230424:0510,0,0,3.43,1.45,0,0
20230424:0610,54.81,10.39,4.97,0.76,0,19731.6
20230424:0710,92.71,19.71,6.95,0.34,0,33375.6
20230424:0810,120.14,28.89,8.34,0.21,0,43250.4
20230424:0910,99.33,37.45,9.05,0.14,0,35758.8
20230424:1010,122.03,44.69,9.58,0.41,0,43930.8
20230424:1110,139.06,49.69,9.7,0.9,0,50061.6
20230424:1210,133.38,51.41,10.06,1.59,0,48016.8
20230424:1310,344.27,49.41,9.47,2.62,0,123937.2
20230424:1410,182.57,44.21,9.12,3.1,0,65725.2
20230424:1510,86.08,36.83,9.07,2.97,0,30988.8
20230424:1610,36.89,28.21,8.42,3.24,0,13280.4
20230424:1710,88.96,19,7.97,4.07,0,32025.6
20230424:1810,36.89,9.69,7.57,3.72,0,13280.4
20230424:1910,0,0,6.65,2.97,0,0
20230424:2010,0,0,5.78,2.62,0,0
20230424:2110,0,0,5.65,2.62,0,0
20230424:2210,0,0,5.4,2.62,0,0
20230424:2310,0,0,5.19,2.55,0,0
20230425:0010,0,0,4.95,2.62,0,0
20230425:0110,0,0,4.2,2.55,0,0
20230425:0210,0,0,3.52,2.21,0,0
20230425:0310,0,0,2.71,2.14,0,0
20230425:0410,0,0,1.82,2.21,0,0
20230425:0510,0,0,1.13,2.14,0,0
20230425:0610,92.54,10.67,1.21,1.72,0,33314.4
20230425:0710,309.48,19.99,3.5,1.79,0,111412.8
20230425:0810,542.81,29.18,4.91,2.69,0,195411.6
20230425:0910,763.58,37.75,6.25,3.1,0,274888.8
20230425:1010,925.73,45.01,7.41,3.1,0,333262.8
20230425:1110,1020.12,50.02,8.36,2.9,0,367243.2
20230425:1210,834.45,51.74,9.1,2.55,0,300402
20230425:1310,796.08,49.71,9.7,2.41,0,286588.8
20230425:1410,588.08,44.48,9.99,2.34,0,211708.8
20230425:1510,586.1,37.08,9.91,2.14,0,210996
20230425:1610,363.57,28.44,9.76,2.07,0,130885.2
20230425:1710,164.88,19.23,9.58,2.14,0,59356.8
20230425:1810,72.21,9.91,9.2,2,0,25995.6
20230425:1910,0,0,8.41,1.93,0,0
20230425:2010,0,0,7.3,2,0,0
20230425:2110,0,0,6.51,2,0,0
20230425:2210,0,0,6.01,2.14,0,0
20230425:2310,0,0,5.68,2.28,0,0
20230426:0010,0,0,5.39,2.28,0,0
20230426:0110,0,0,5.19,2.28,0,0
20230426:0210,0,0,5.04,2.28,0,0
20230426:0310,0,0,5.05,2.48,0,0
20230426:0410,0,0,5.04,2.69,0,0
20230426:0510,0.91,1.89,4.86,2.97,0,327.6
20230426:0610,82.13,10.95,4.89,3.1,0,29566.8
20230426:0710,222.44,20.27,6.16,3.38,0,80078.4
20230426:0810,290.73,29.46,7.44,4,0,104662.8
20230426:0910,497.18,38.04,8.51,4.55,0,178984.8
20230426:1010,224.6,45.32,9.81,4.14,0,80856
20230426:1110,246.38,50.34,10.32,3.66,0,88696.8
20230426:1210,236.49,52.06,10.5,3.38,0,85136.4
20230426:1310,444.13,50.02,10.64,3.24,0,159886.8
20230426:1410,109.73,44.75,10.82,3.17,0,39502.8
20230426:1510,105,37.32,10.96,3.17,0,37800
20230426:1610,178.4,28.67,11.01,3.03,0,64224
20230426:1710,84.19,19.45,10.72,2.55,0,30308.4
20230426:1810,43.88,10.13,10.38,2.41,0,15796.8
20230426:1910,0,0,9.96,2.14,0,0
20230426:2010,0,0,9.5,2.28,0,0
20230426:2110,0,0,9.12,2.34,0,0
20230426:2210,0,0,8.82,2.48,0,0
20230426:2310,0,0,8.38,2.76,0,0
20230427:0010,0,0,7.79,2.83,0,0
20230427:0110,0,0,7.51,2.9,0,0
20230427:0210,0,0,7,2.97,0,0
20230427:0310,0,0,6.69,2.97,0,0
20230427:0410,0,0,6.65,3.03,0,0
20230427:0510,0.91,2.17,6.77,3.38,0,327.6
20230427:0610,24.6,11.22,7.33,3.52,0,8856
20230427:0710,96.53,20.54,8.34,3.45,0,34750.8
20230427:0810,213.01,29.74,9.3,4,0,76683.6
20230427:0910,204.08,38.33,10.48,4.69,0,73468.8
20230427:1010,163.65,45.62,11.46,5.1,0,58914
20230427:1110,115.41,50.66,11.98,5.66,0,41547.6
20230427:1210,108.79,52.38,11.77,5.52,0,39164.4
20230427:1310,74.73,50.31,11.31,5.31,0,26902.8
20230427:1410,71.89,45.02,11.27,5.03,0,25880.4
20230427:1510,140.95,37.56,11.03,5.1,0,50742
20230427:1610,70.95,28.89,10.51,4.83,0,25542
20230427:1710,140.3,19.67,10.3,4.9,0,50508
20230427:1810,36.89,10.35,10.15,4.21,0,13280.4
20230427:1910,0,0,10.36,3.31,0,0
20230427:2010,0,0,10.29,2.83,0,0
20230427:2110,0,0,10.35,2.41,0,0
20230427:2210,0,0,10.49,2.14,0,0
20230427:2310,0,0,10.73,2.21,0,0
20230428:0010,0,0,11.08,2.69,0,0
20230428:0110,0,0,11.29,3.38,0,0
20230428:0210,0,0,11.28,3.72,0,0
20230428:0310,0,0,11.11,3.86,0,0
20230428:0410,0,0,10.85,4.21,0,0
20230428:0510,1.81,2.44,10.54,4.41,0,651.6
20230428:0610,66.54,11.49,10.38,4.21,0,23954.4
20230428:0710,140.41,20.81,10.52,3.72,0,50547.6
20230428:0810,355.58,30.01,10.96,5.1,0,128008.8
20230428:0910,371.02,38.61,11.84,5.66,0,133567.2
20230428:1010,566.86,45.93,12.6,5.86,0,204069.6
20230428:1110,979.58,50.98,13.46,5.93,0,352648.8
20230428:1210,1005.71,52.7,14,5.52,0,362055.6
20230428:1310,984.93,50.61,14.43,5.1,0,354574.8
20230428:1410,890.92,45.28,14.92,5.03,0,320731.2
20230428:1510,706.98,37.8,15.06,4.83,0,254512.8
20230428:1610,474.96,29.12,14.97,4.48,0,170985.6
20230428:1710,278.87,19.89,14.32,4,0,100393.2
20230428:1810,80.21,10.57,13.54,3.45,0,28875.6
20230428:1910,0,0,12.6,3.31,0,0
20230428:2010,0,0,11.05,3.03,0,0
20230428:2110,0,0,10.31,2.69,0,0
20230428:2210,0,0,10.01,2.34,0,0
20230428:2310,0,0,9.64,2,0,0
20230429:0010,0,0,9.39,1.59,0,0
20230429:0110,0,0,8.91,1.38,0,0
20230429:0210,0,0,8.15,1.1,0,0
20230429:0310,0,0,8.3,0.55,0,0
20230429:0410,0,0,7.81,0.28,0,0
20230429:0510,1.81,2.71,7.81,0.41,0,651.6
20230429:0610,86.19,11.76,8.01,0.62,0,31028.4
20230429:0710,145.16,21.07,9.01,1.52,0,52257.6
20230429:0810,246.74,30.28,9.76,1.86,0,88826.4
20230429:0910,272.43,38.89,11.04,2.14,0,98074.8
20230429:1010,264.01,46.22,12.84,2.28,0,95043.6
20230429:1110,468.93,51.29,14.19,2.28,0,168814.8
20230429:1210,564.42,53.01,15.15,2.48,0,203191.2
20230429:1310,413.73,50.9,15.91,2.76,0,148942.8
20230429:1410,408.85,45.54,16.09,2.9,0,147186
20230429:1510,324.3,38.04,16.05,3.03,0,116748
20230429:1610,324.13,29.34,15.59,3.03,0,116686.8
20230429:1710,241.44,20.1,14.54,2.69,0,86918.4
20230429:1810,80.95,10.79,14.07,2.21,0,29142
20230429:1910,0.91,1.8,13.78,2.34,0,327.6
20230429:2010,0,0,12.64,2.34,0,0
20230429:2110,0,0,11.68,2.48,0,0
20230429:2210,0,0,11.05,2.48,0,0
20230429:2310,0,0,10.46,2.41,0,0
20230430:0010,0,0,10,2.14,0,0
20230430:0110,0,0,9.3,2.14,0,0
20230430:0210,0,0,8.56,2.28,0,0
20230430:0310,0,0,8.19,2.34,0,0
20230430:0410,0,0,7.83,2.34,0,0
20230430:0510,1.81,2.98,7.59,2.21,0,651.6
20230430:0610,39.73,12.02,8.08,2.07,0,14302.8
20230430:0710,135.49,21.33,9.03,2.76,0,48776.4
20230430:0810,105.95,30.54,10.21,2.97,0,38142
20230430:0910,195.19,39.17,11.06,3.1,0,70268.4
20230430:1010,137.17,46.51,11.14,3.38,0,49381.2
20230430:1110,202.44,51.6,11.37,3.52,0,72878.4
20230430:1210,251.09,53.32,12.02,4,0,90392.4
20230430:1310,233.66,51.19,12.36,3.52,0,84117.6
20230430:1410,182.57,45.8,12.25,2.97,0,65725.2
20230430:1510,240.42,38.28,12.14,2.76,0,86551.2
20230430:1610,111.63,29.56,12.08,2.55,0,40186.8
20230430:1710,120.12,20.31,12.26,2.76,0,43243.2
20230430:1810,54.62,11.01,12.13,2.41,0,19663.2
20230430:1910,1.81,2.03,11.85,2.07,0,651.6
20230430:2010,0,0,10.71,2.21,0,0
20230430:2110,0,0,10.17,2.21,0,0
20230430:2210,0,0,10.04,2.41,0,0
20230430:2310,0,0,9.75,2.62,0,0
20230501:0010,0,0,9.5,2.76,0,0
20230501:0110,0,0,9.18,2.48,0,0
20230501:0210,0,0,8.91,2.62,0,0
20230501:0310,0,0,8.85,2.83,0,0
20230501:0410,0,0,8.89,3.03,0,0
20230501:0510,5.43,3.24,8.97,2.41,0,1954.8
20230501:0610,81,12.27,9.45,2.62,0,29160
20230501:0710,109.75,21.59,10.69,4,0,39510
20230501:0810,272.1,30.8,11.69,3.45,0,97956
20230501:0910,366.67,39.44,12.68,3.1,0,132001.2
20230501:1010,210.01,46.8,13.67,3.31,0,75603.6
20230501:1110,509.38,51.9,14.73,3.52,0,183376.8
20230501:1210,202.44,53.62,15.4,3.93,0,72878.4
20230501:1310,279.75,51.47,15.72,4.21,0,100710
20230501:1410,425.29,46.06,15.79,4.14,0,153104.4
20230501:1510,536.32,38.51,16.22,4.14,0,193075.2
20230501:1610,459.47,29.78,16.14,3.52,0,165409.2
20230501:1710,285.43,20.53,15.6,2.97,0,102754.8
20230501:1810,86.1,11.22,14.91,2.48,0,30996
20230501:1910,3.62,2.25,13.72,2.62,0,1303.2
20230501:2010,0,0,12.44,2.41,0,0
20230501:2110,0,0,11.78,1.93,0,0
20230501:2210,0,0,10.95,1.59,0,0
20230501:2310,0,0,10.19,1.66,0,0
20230502:0010,0,0,9.74,1.79,0,0
20230502:0110,0,0,9.45,1.93,0,0
20230502:0210,0,0,9.18,1.86,0,0
20230502:0310,0,0,9,1.79,0,0
20230502:0410,0,0,8.86,2.07,0,0
20230502:0510,1.81,3.5,8.59,2.14,0,651.6
20230502:0610,35,12.52,8.83,2.14,0,12600
20230502:0710,0,0,10.03,2.97,0,0
20230502:0810,209.67,31.06,10.94,3.24,0,75481.2
20230502:0910,229.59,39.7,11.92,3.1,0,82652.4
20230502:1010,210.95,47.08,13.44,2.9,0,75942
20230502:1110,439.84,52.2,14.32,2.28,0,158342.4
20230502:1210,592.66,53.92,15.17,2.34,0,213357.6
20230502:1310,657.95,51.75,15.58,2.62,0,236862
20230502:1410,711.04,46.31,15.45,2.83,0,255974.4
20230502:1510,475.16,38.74,15.26,3.31,0,171057.6
20230502:1610,340.82,29.99,14.83,3.24,0,122695.2
20230502:1710,182.93,20.74,14.44,3.1,0,65854.8
20230502:1810,83.25,11.44,14.05,2.9,0,29970
20230502:1910,1.81,2.47,13.69,2.28,0,651.6
20230502:2010,0,0,12.4,2.69,0,0
20230502:2110,0,0,11.51,3.1,0,0
20230502:2210,0,0,10.58,3.59,0,0
20230502:2310,0,0,9.75,3.66,0,0
20230503:0010,0,0,8.9,3.72,0,0
20230503:0110,0,0,8.23,3.93,0,0
20230503:0210,0,0,7.44,3.86,0,0
20230503:0310,0,0,6.83,3.72,0,0
20230503:0410,0,0,6.28,3.72,0,0
20230503:0510,9.96,3.75,5.86,3.86,0,3585.6
20230503:0610,109.75,12.77,6.4,3.79,0,39510
20230503:0710,312.11,22.08,8.22,4,0,112359.6
20230503:0810,501.3,31.3,9.5,4.28,0,180468
20230503:0910,719.49,39.96,10.52,4.41,0,259016.4
20230503:1010,898.16,47.36,11.96,4.69,0,323337.6
20230503:1110,998.39,52.49,13.01,4.83,0,359420.4
20230503:1210,1055.23,54.22,14.19,5.1,0,379882.8
20230503:1310,956.53,52.03,14.76,5.38,0,344350.8
20230503:1410,862.96,46.56,15.08,5.72,0,310665.6
20230503:1510,673.79,38.96,15.09,5.72,0,242564.4
20230503:1610,383.21,30.2,14.95,5.59,0,137955.6
20230503:1710,259.6,20.94,14.53,5.38,0,93456
20230503:1810,78.57,11.65,13.67,4.69,0,28285.2
20230503:1910,2.72,2.69,12.41,4.97,0,979.2
20230503:2010,0,0,11.06,4.97,0,0
20230503:2110,0,0,9.88,5.03,0,0
20230503:2210,0,0,9,4.9,0,0
20230503:2310,0,0,8.41,4.76,0,0
20230504:0010,0,0,7.99,4.69,0,0
20230504:0110,0,0,7.88,4.55,0,0
20230504:0210,0,0,7.95,4.62,0,0
20230504:0310,0,0,7.73,4.55,0,0
20230504:0410,0,0,7.84,4.62,0,0
20230504:0510,5.43,4,8.1,4.28,0,1954.8
20230504:0610,93.9,13.01,8.78,4.48,0,33804
20230504:0710,209.62,22.32,9.57,4.41,0,75463.2
20230504:0810,517.78,31.55,11.16,5.86,0,186400.8
20230504:0910,459.58,40.22,12.69,6.07,0,165448.8
20230504:1010,724.26,47.63,14.49,6.21,0,260733.6
20230504:1110,376.84,52.78,15.43,6.21,0,135662.4
20230504:1210,282.15,54.51,15.6,5.86,0,101574
20230504:1310,478.84,52.3,15.89,6.41,0,172382.4
20230504:1410,111.63,46.81,15.59,5.72,0,40186.8
20230504:1510,466.98,39.19,15.37,5.31,0,168112.8
20230504:1610,141.9,30.41,14.87,4.76,0,51084
20230504:1710,147.19,21.15,14.27,5.52,0,52988.4
20230504:1810,77.31,11.86,13.77,5.1,0,27831.6
20230504:1910,2.72,2.91,12.56,5.03,0,979.2
20230504:2010,0,0,12.17,4.62,0,0
20230504:2110,0,0,12.05,4.55,0,0
20230504:2210,0,0,11.87,4.34,0,0
20230504:2310,0,0,11.66,4.07,0,0
20230505:0010,0,0,11.45,4,0,0
20230505:0110,0,0,11.2,3.93,0,0
20230505:0210,0,0,11,3.86,0,0
20230505:0310,0,0,10.93,3.72,0,0
20230505:0410,0,0,10.77,3.59,0,0
20230505:0510,6.34,4.24,10.73,3.45,0,2282.4
20230505:0610,22.7,13.24,11.02,4.41,0,8172
20230505:0710,121.08,22.55,11.8,3.79,0,43588.8
20230505:0810,241.23,31.79,12.43,3.72,0,86842.8
20230505:0910,423.71,40.47,13.01,3.79,0,152535.6
20230505:1010,559.02,47.9,13.53,3.93,0,201247.2
20230505:1110,786.47,53.06,13.79,4.07,0,283129.2
20230505:1210,596.96,54.79,14.49,4.28,0,214905.6
20230505:1310,686.86,52.57,15.25,4.76,0,247269.6
20230505:1410,769.9,47.05,15.67,5.17,0,277164
20230505:1510,577.03,39.41,14.78,5.66,0,207730.8
20230505:1610,429.63,30.62,14.92,5.45,0,154666.8
20230505:1710,226.62,21.35,14.78,4.62,0,81583.2
20230505:1810,91.49,12.06,14.15,4.28,0,32936.4
20230505:1910,9.05,3.13,13.46,3.1,0,3258
20230505:2010,0,0,12.18,2.9,0,0
20230505:2110,0,0,11.41,2.76,0,0
20230505:2210,0,0,10.81,2.69,0,0
20230505:2310,0,0,10.63,2.76,0,0
20230506:0010,0,0,10.64,2.76,0,0
20230506:0110,0,0,10.85,2.9,0,0
20230506:0210,0,0,10.85,2.76,0,0
20230506:0310,0,0,10.88,2.76,0,0
20230506:0410,0,0,10.96,2.69,0,0
20230506:0510,5.43,4.48,11.04,2.48,0,1954.8
20230506:0610,25.54,13.47,11.17,2.21,0,9194.4
20230506:0710,107.83,22.78,11.94,2.55,0,38818.8
20230506:0810,70,32.02,11.95,2.97,0,25200
20230506:0910,102.17,40.71,11.78,4.14,0,36781.2
20230506:1010,246.65,48.16,11.83,3.86,0,88794
20230506:1110,235.55,53.34,12.06,3.59,0,84798
20230506:1210,281.18,55.08,12.41,4.83,0,101224.8
20230506:1310,168.38,52.84,13.33,4.62,0,60616.8
20230506:1410,324.25,47.29,13.86,4.48,0,116730
20230506:1510,362.62,39.63,14.66,3.86,0,130543.2
20230506:1610,247.91,30.83,14.91,3.52,0,89247.6
20230506:1710,188.42,21.56,15.18,3.66,0,67831.2
20230506:1810,92.76,12.27,14.85,2.9,0,33393.6
20230506:1910,3.62,3.34,14.19,2.14,0,1303.2
20230506:2010,0,0,13.2,2.14,0,0
20230506:2110,0,0,12.38,2.14,0,0
20230506:2210,0,0,11.67,2.28,0,0
20230506:2310,0,0,11.44,2.28,0,0
20230507:0010,0,0,11.17,2.21,0,0
20230507:0110,0,0,10.77,2.14,0,0
20230507:0210,0,0,10.36,2.07,0,0
20230507:0310,0,0,9.93,2.28,0,0
20230507:0410,0,0,9.54,2.41,0,0
20230507:0510,14.48,4.71,9.33,2.07,0,5212.8
20230507:0610,117.62,13.7,9.78,2.76,0,42343.2
20230507:0710,278.39,23,10.41,3.17,0,100220.4
20230507:0810,290.07,32.24,11.3,3.03,0,104425.2
20230507:0910,370.88,40.95,12.79,2.9,0,133516.8
20230507:1010,643.61,48.42,14.16,2.97,0,231699.6
20230507:1110,858.58,53.61,15.03,2.97,0,309088.8
20230507:1210,672.13,55.35,15.84,3.17,0,241966.8
20230507:1310,822.79,53.1,16.22,3.24,0,296204.4
20230507:1410,751.74,47.53,16.53,3.24,0,270626.4
20230507:1510,411.47,39.84,16.26,3.66,0,148129.2
20230507:1610,486.55,31.03,15.94,3.52,0,175158
20230507:1710,272.3,21.76,15.91,3.03,0,98028
20230507:1810,90.41,12.47,15.36,2.14,0,32547.6
20230507:1910,4.53,3.55,14.43,1.72,0,1630.8
20230507:2010,0,0,13.27,1.66,0,0
20230507:2110,0,0,12.3,1.52,0,0
20230507:2210,0,0,11.16,1.52,0,0
20230507:2310,0,0,10.4,1.66,0,0
